0.000570 0
0.004457 0
0.010921 0
0.011451 0
0.012477 0
0.013750 0
0.014611 0
0.017096 0
0.019370 0
0.021801 0
0.023985 0
0.026160 0
0.031048 1
0.033214 0
0.033929 0
0.036423 0
0.038598 0
0.040041 0
0.042297 0
0.044035 0
0.046219 0
0.047918 1
0.050174 0
0.052565 0
0.054731 0
0.056915 0
0.059387 0
0.060844 0
0.063127 0
0.064825 0
0.067126 0
0.069598 0
0.071863 0
0.074308 0
0.076492 0
0.078928 0
0.081157 0
0.082180 0
0.084346 0
0.088810 1
0.093328 1
0.095521 0
0.096006 0
0.096434 0
0.099157 0
0.101660 0
0.102047 0
0.103133 0
0.103511 0
0.104172 0
0.104523 0
0.105130 0
0.105535 0
0.106241 0
0.106583 0
0.107217 0
0.107658 0
0.108310 0
0.108661 0
0.109300 0
0.109687 0
0.110290 0
0.110650 0
0.111814 1
0.112184 0
0.112814 0
0.113219 0
0.113768 0
0.114191 0
0.114749 0
0.115226 0
0.115892 0
0.116243 0
0.116909 0
0.117341 0
0.118016 0
0.118493 0
0.119069 0
0.119420 0
0.120086 0
0.120491 0
0.121619 1
0.122024 0
0.122627 0
0.122987 0
0.123579 0
0.123975 0
0.124549 0
0.124927 0
0.125564 0
0.126032 0
0.126615 0
0.126975 0
0.127594 0
0.128044 0
0.128573 0
0.128960 0
0.129767 1
0.130118 0
0.130478 0
0.131285 0
0.132366 1
0.132771 0
0.133354 0
0.133777 0
0.134315 0
0.134729 0
0.135303 0
0.135771 0
0.136363 0
0.136813 0
0.137358 0
0.137835 0
0.138353 0
0.138758 0
0.139312 0
0.139717 0
0.140226 0
0.140649 0
0.141009 0
0.141563 0
0.142180 0
0.142630 0
0.143157 0
0.143544 0
0.143913 0
0.144255 0
0.144782 0
0.145399 0
0.146016 0
0.146457 0
0.146990 0
0.147440 0
0.147982 0
0.148360 0
0.148902 0
0.149379 0
0.149984 0
0.150435 0
0.151242 1
0.151802 0
0.152335 0
0.152677 0
0.153291 0
0.153768 0
0.154283 0
0.154643 0
0.154994 0
0.155518 0
0.155923 0
0.156492 0
0.157061 0
0.157493 0
0.158044 0
0.158521 0
0.159099 0
0.159549 0
0.160145 0
0.160595 0
0.161111 0
0.161570 0
0.162176 0
0.162518 0
0.163025 0
0.163439 0
0.164000 0
0.164423 0
0.165038 0
0.165389 0
0.165977 0
0.166346 0
0.166844 0
0.167285 0
0.167792 0
0.168251 0
0.168986 1
0.169539 0
0.170028 0
0.170496 0
0.171084 0
0.171471 0
0.172041 0
0.172518 0
0.173043 0
0.173493 0
0.174054 0
0.174504 0
0.175084 0
0.175498 0
0.176006 0
0.176438 0
0.176928 0
0.177297 0
0.177832 0
0.178246 0
0.178754 0
0.179222 0
0.179784 0
0.180189 0
0.180751 0
0.181174 0
0.181772 0
0.182240 0
0.182739 0
0.183171 0
0.183760 0
0.184192 0
0.184700 0
0.185141 0
0.185930 1
0.186290 0
0.186686 0
0.187360 0
0.187958 0
0.188310 0
0.188818 0
0.189250 0
0.190256 1
0.190643 0
0.191124 0
0.191601 0
0.192091 0
0.192460 0
0.192883 0
0.193472 0
0.194079 0
0.194493 0
0.195082 0
