2 0.000849483 0.000761
4 0.000839791 0.000827
6 0.00083888 0.000784
8 0.000845836 0.000779
10 0.00085161 0.000820
12 0.000859605 0.000809
14 0.000863448 0.000784
16 0.000869848 0.000818
18 0.000874526 0.000821
20 0.000885485 0.000856
22 0.000893604 0.000856
24 0.00089777 0.000867
26 0.000905554 0.000877
28 0.000911298 0.000898
30 0.000916869 0.000865
