2 0.000830397 0.000688
4 0.000826353 0.000701
6 0.000828643 0.000677
8 0.000835494 0.000680
10 0.00083928 0.000693
12 0.000844871 0.000697
14 0.00085172 0.000731
16 0.000857116 0.000752
18 0.000861612 0.000733
20 0.00086972 0.000746
22 0.000875776 0.000772
24 0.000884963 0.000801
26 0.000893508 0.000804
28 0.000900662 0.000834
30 0.000910115 0.000849
