2 0.000881564 0.000942
4 0.000856775 0.000879
6 0.000860817 0.000858
8 0.000859727 0.000825
10 0.000866903 0.000882
12 0.000875101 0.000877
14 0.000879336 0.000900
16 0.000885059 0.000871
18 0.000889705 0.000824
20 0.00089889 0.000875
22 0.000906831 0.000910
24 0.000915392 0.000876
26 0.000921903 0.000906
28 0.000932015 0.000934
30 0.000942148 0.000973
