2 12.8648
4 13.0237
6 13.116
8 13.1189
#10 4.79397
12 13.012
#14 4.78784
16 12.8076
18 12.7945
20 12.6721
22 12.6146
#24 4.91164
26 12.3533
28 12.2464
30 12.1278
